{' b': -9.0694, ' A': -5.038006, ' B': -0.0068035806, ' "': -9.309352, " '": -10.436121}
{' b': -8.675122, ' A': -6.4865193, 'B': -10.606396, ' B': -0.001788501, ' "': -10.051785}
{' B': -0.0014076717, ' A': -6.733047, ' b': -8.850725, ' "': -10.449442, 'B': -10.644513}
{' B': -0.0019063184, ' A': -6.383091, ' b': -8.889326, ' "': -10.38328, 'B': -10.59575}
{' b': -8.888874, ' A': -6.793843, 'B': -10.770363, ' B': -0.0013433921, ' "': -10.147125}
{' b': -8.833874, ' A': -6.9286094, 'B': -10.661471, ' B': -0.0012013518, ' "': -10.371001}
{' B': -0.0005382664, ' A': -7.9350247, ' b': -9.078924, ' "': -10.46464, 'B': -10.785}
{' b': -9.045626, ' A': -7.528128, 'B': -10.783781, ' B': -0.00072757347, ' "': -10.33704}
{' B': -0.0005201964, ' A': -7.955933, ' b': -9.158105, ' "': -10.525418, 'B': -10.792195}
{' b': -8.99106, ' A': -7.5845838, 'B': -10.910748, ' B': -0.00073317625, ' "': -9.823415}
{' b': -9.056549, ' A': -8.081287, 'B': -10.794042, ' B': -0.00049383816, ' "': -10.440755}
{' B': -0.00045704586, ' A': -8.274976, ' b': -8.965856, ' "': -10.2642, 'B': -10.838537}
{' b': -9.14679, ' A': -8.4271145, 'B': -10.89288, ' B': -0.0003950902, ' "': -10.338466}
{' b': -8.951633, ' A': -8.038744, 'B': -10.738904, ' B': -0.00052508863, ' "': -10.360355}
{' b': -8.868692, ' A': -8.26681, 'B': -10.778957, ' B': -0.00047964763, ' "': -10.163731}
{' b': -8.96415, ' A': -8.523793, 'B': -10.765474, ' B': -0.00040284157, ' "': -10.258479}
{' B': -0.00046646709, ' A': -8.23052, ' b': -8.980088, ' "': -10.309519, 'B': -10.739481}
{' b': -9.14203, ' A': -8.60758, 'B': -10.85136, ' B': -0.00036134195, ' "': -10.284877}
{' b': -9.070916, ' A': -8.933552, 'B': -10.848229, ' B': -0.00033367614, ' "': -10.011101}
{' b': -9.20852, ' A': -8.450995, 'B': -10.872481, ' B': -0.00039640244, ' "': -10.083699}
{' b': -9.200747, ' A': -6.7877893, 'B': -10.664467, ' B': -0.0013100269, ' "': -10.26949}
{' b': -9.221191, ' A': -6.5354433, 'B': -10.630917, ' B': -0.0016281288, ' "': -10.455922}
{' B': -0.0015939178, ' A': -6.5655856, ' b': -9.079356, 'B': -10.569532, ' "': -10.630516}
{' b': -9.019515, ' A': -6.084027, 'B': -10.488076, ' B': -0.0024827695, ' "': -10.481701}
{' b': -9.221981, ' A': -6.733367, 'B': -10.644338, ' B': -0.0013533568, ' "': -10.6999655}
{' b': -9.427642, ' A': -6.9037943, 'B': -10.7089815, ' B': -0.001161306, ' "': -10.3283}
{' B': -0.0021063364, ' A': -6.252634, ' b': -9.144349, 'B': -10.559201, ' "': -10.6298685}
{' b': -9.159035, ' A': -6.602805, 'B': -10.588837, ' B': -0.0015326691, ' "': -10.618746}
{' b': -9.147919, ' A': -6.3556204, 'B': -10.608614, ' B': -0.0019158738, ' "': -10.589831}
{' b': -9.070456, ' A': -6.2038364, 'B': -10.518917, ' B': -0.0022107507, ' "': -10.647542}
{' B': -0.0019240561, ' A': -6.3307467, ' b': -9.518838, ' "': -10.490251, 'B': -10.722391}
{' b': -9.112144, ' A': -6.673274, 'B': -10.584037, ' B': -0.001445397, ' "': -10.606433}
{' b': -9.168651, ' A': -6.9339886, 'B': -10.629556, ' B': -0.0011503877, ' "': -10.524431}
{' b': -9.132156, ' A': -6.7567024, 'B': -10.59409, ' B': -0.0013431536, ' "': -10.569211}
{' B': -0.0013509698, ' A': -6.7432747, ' b': -9.178525, ' "': -10.624439, 'B': -10.627555}
{' b': -9.459026, ' A': -7.905962, 'B': -10.858126, ' B': -0.00053242326, ' "': -10.073324}
{' b': -9.249134, ' A': -6.8113084, 'B': -10.667819, ' B': -0.0012676524, ' "': -10.511267}
{' b': -9.207076, ' A': -6.2907395, 'B': -10.637476, ' B': -0.0020226566, ' "': -10.6574}
{' b': -9.059914, ' A': -6.409836, 'B': -10.60852, ' B': -0.001833284, ' "': -10.604727}
{' b': -9.097946, ' A': -6.2328987, 'B': -10.5914, ' B': -0.0021461754, ' "': -10.654823}
{' b': -9.218691, ' A': -7.1180897, 'B': -10.772926, ' B': -0.0009803324, ' "': -10.417782}
{' b': -9.034202, ' A': -6.621276, 'B': -10.5755005, ' B': -0.0015234759, ' "': -10.624301}
{' b': -9.213322, ' A': -7.525044, 'B': -10.732075, ' B': -0.0007023416, ' "': -10.624518}
{' B': -0.0009558129, ' A': -7.143013, ' b': -9.226557, ' "': -10.51718, 'B': -10.756939}
{' b': -9.313917, ' A': -7.7424192, 'B': -10.784507, ' B': -0.0005844273, ' "': -10.665889}
{' b': -9.351433, ' A': -7.5796604, 'B': -10.961313, ' B': -0.00067209924, ' "': -10.245437}
{' b': -9.2218895, ' A': -8.067509, 'B': -10.762416, ' B': -0.00047773935, ' "': -10.561924}
{' b': -9.207318, ' A': -8.29056, 'B': -10.810928, ' B': -0.0004160193, ' "': -10.527051}
{' b': -9.253718, ' A': -8.251034, 'B': -10.790391, ' B': -0.0004178074, ' "': -10.658137}
{' b': -9.216109, ' A': -7.8590136, 'B': -10.744479, ' B': -0.00054840755, ' "': -10.635278}
{' b': -9.327691, ' A': -8.407993, 'B': -10.909205, ' B': -0.00037863376, ' "': -10.409026}
{' b': -9.161904, ' A': -8.305987, 'B': -10.751097, ' B': -0.0004170931, ' "': -10.56989}
{' b': -9.382984, ' A': -8.269541, 'B': -10.860769, ' B': -0.0003985491, ' "': -10.660025}
{' b': -9.42731, ' A': -8.243252, 'B': -10.872555, ' B': -0.00039974027, ' "': -10.703742}
{' b': -9.7392, ' A': -8.8640175, 'B': -11.011881, ' B': -0.00025371904, ' "': -10.639916}
{' b': -9.873247, ' A': -8.355735, 'B': -10.941134, ' B': -0.0003639655, ' "': -10.137741}
{' b': -9.288648, ' A': -7.076922, 'B': -10.73926, ' B': -0.0010120138, ' "': -10.322141}
{' b': -9.224968, ' A': -7.136659, 'B': -10.766098, ' B': -0.0009645246, ' "': -10.465377}
{' B': -0.0011704974, ' A': -6.923064, ' b': -9.085319, ' "': -10.479892, 'B': -10.69864}
{' B': -0.0012671774, ' A': -6.833187, ' b': -9.05282, ' "': -10.477708, 'B': -10.651038}
{' B': -0.0008252795, ' A': -7.328876, ' b': -9.187852, ' "': -10.474835, 'B': -10.776204}
{' b': -9.459664, ' A': -6.9682903, 'B': -10.766898, ' B': -0.0010927452, ' "': -10.336693}
{' b': -9.070789, ' A': -7.0744624, 'B': -10.642192, ' B': -0.0010299757, ' "': -10.606622}
{' b': -9.146869, ' A': -7.367591, 'B': -10.739582, ' B': -0.00080380414, ' "': -10.590779}
{' B': -0.0011221607, ' A': -6.9665318, ' b': -9.090416, ' "': -10.646893, 'B': -10.669831}
{' B': -0.0010132086, ' A': -7.090238, ' b': -9.099398, ' "': -10.577397, 'B': -10.664213}
{' b': -9.39024, ' A': -6.5473356, 'B': -10.762526, ' B': -0.0015899183, ' "': -10.398283}
{' b': -9.044265, ' A': -7.28761, 'B': -10.708083, ' B': -0.0008712142, ' "': -10.529931}
{' B': -0.0005113694, ' A': -7.876123, ' b': -9.513303, ' "': -10.693225, 'B': -10.836163}
{' b': -9.139832, ' A': -7.6652045, 'B': -10.7271, ' B': -0.0006428762, ' "': -10.55028}
{' B': -0.0007309132, ' A': -7.469614, ' b': -9.264932, ' "': -10.5309105, 'B': -10.81422}
{' b': -9.511896, ' A': -8.191414, 'B': -10.953099, ' B': -0.00042198348, ' "': -10.313338}
{' b': -9.327506, ' A': -7.2428203, 'B': -10.852398, ' B': -0.00086172915, ' "': -10.730917}
{' b': -9.476061, ' A': -7.2411056, 'B': -10.825853, ' B': -0.00085039594, ' "': -10.737791}
{' b': -9.104343, ' A': -7.299955, 'B': -10.804009, ' B': -0.0008544527, ' "': -10.525901}
{' b': -9.354488, ' A': -7.2230897, 'B': -10.75768, ' B': -0.00087216886, ' "': -10.82407}
{' b': -9.1358795, ' A': -7.415177, 'B': -10.865935, ' B': -0.00079217425, ' "': -10.154743}
{' B': -0.0007431982, ' A': -7.488305, ' b': -9.099076, ' "': -10.414475, 'B': -10.804301}
{' B': -0.00041613853, ' A': -8.317494, ' b': -9.190853, ' "': -10.393821, 'B': -10.847688}
{' b': -9.29845, ' A': -8.17064, 'B': -10.906495, ' B': -0.00044607394, ' "': -10.310969}
{' b': -9.368174, ' A': -8.411971, 'B': -10.908803, ' B': -0.00037278878, ' "': -10.449929}
{' b': -9.332808, ' A': -8.002532, 'B': -11.012114, ' B': -0.00050719705, ' "': -10.047672}
{' b': -9.21589, ' A': -8.490645, 'B': -10.895255, ' B': -0.00037696297, ' "': -10.326351}
{' B': -0.00035776378, ' A': -8.633908, ' b': -9.163145, ' "': -10.237872, 'B': -10.975971}
{' b': -9.164112, ' A': -8.725301, 'B': -10.917327, ' B': -0.00033474996, ' "': -10.4169235}
{' b': -9.1558895, ' A': -8.580716, 'B': -10.829099, ' B': -0.00035609488, ' "': -10.572984}
{' b': -9.242543, ' A': -8.887645, 'B': -10.975903, ' B': -0.0003046399, ' "': -10.326143}
{' b': -9.078225, ' A': -8.853925, 'B': -10.836217, ' B': -0.00032407563, ' "': -10.447762}
{' b': -9.334945, ' A': -8.931962, 'B': -10.8736725, ' B': -0.00028066957, ' "': -10.564515}
{' b': -9.498989, ' A': -9.088089, 'B': -10.939408, ' B': -0.00024644638, ' "': -10.579643}
{' b': -9.525063, ' A': -9.218511, 'B': -11.029309, ' B': -0.00022915828, ' "': -10.552954}
{' b': -9.544346, ' A': -8.785867, 'B': -11.026339, ' B': -0.00029116275, ' "': -10.326551}
{' b': -9.050165, ' A': -6.83042, 'B': -10.748655, ' B': -0.0012882436, ' "': -10.028218}
{' b': -9.206051, ' A': -6.8140354, 'B': -10.767278, ' B': -0.0012689655, ' "': -10.416313}
{' b': -9.090677, ' A': -6.7126846, 'B': -10.715911, ' B': -0.0013964521, ' "': -10.515098}
{' b': -9.141506, ' A': -6.3653545, 'B': -10.681524, ' B': -0.0018962271, ' "': -10.538856}
{' b': -9.2339525, ' A': -7.028517, 'B': -10.775086, ' B': -0.0010494256, ' "': -10.461486}
{' b': -9.381898, ' A': -6.5867047, 'B': -10.784678, ' B': -0.0015342206, ' "': -10.354532}
{' B': -0.0013006572, ' A': -6.785575, ' b': -9.16882, ' "': -10.588893, 'B': -10.696368}
{' b': -9.148772, ' A': -6.7392855, 'B': -10.7823715, ' B': -0.001357177, ' "': -10.495739}
{' b': -9.172043, ' A': -6.6211734, 'B': -10.702603, ' B': -0.0014985829, ' "': -10.690747}
{' b': -9.186047, ' A': -6.7402782, 'B': -10.7218485, ' B': -0.0013491197, ' "': -10.610813}
{' b': -9.342255, ' A': -5.9455066, 'B': -10.792762, ' B': -0.0027765613, ' "': -10.427106}
{' b': -9.143436, ' A': -7.192329, 'B': -10.784358, ' B': -0.0009250862, ' "': -10.511053}
{' b': -9.19567, ' A': -7.423863, 'B': -10.779712, ' B': -0.00076175254, ' "': -10.540269}
{' b': -9.180313, ' A': -6.911671, 'B': -10.756769, ' B': -0.0011625, ' "': -10.607005}
{' b': -9.3000765, ' A': -7.076372, 'B': -10.785629, ' B': -0.000994292, ' "': -10.714486}
{' b': -9.432389, ' A': -7.8992224, 'B': -10.896299, ' B': -0.00052592315, ' "': -10.231056}
{' B': -0.0007576347, ' A': -7.385325, ' b': -9.389658, ' "': -10.739315, 'B': -10.896575}
{' b': -9.318758, ' A': -6.9618835, 'B': -10.88765, ' B': -0.0010968039, ' "': -10.604246}
{' B': -0.0011969345, ' A': -6.8738537, ' b': -9.187366, ' "': -10.687947, 'B': -10.780201}
{' B': -0.0011659628, ' A': -6.8857327, ' b': -9.332404, ' "': -10.798404, 'B': -10.81453}
{' b': -9.112138, ' A': -6.7903852, 'B': -10.8750305, ' B': -0.0013176665, ' "': -10.104163}
{' b': -9.232198, ' A': -7.3690104, 'B': -10.844458, ' B': -0.0007913397, ' "': -10.546547}
{' b': -9.155737, ' A': -7.718826, 'B': -10.85883, ' B': -0.0006236113, ' "': -10.264814}
{' b': -9.23459, ' A': -7.7187724, 'B': -10.963343, ' B': -0.000617527, ' "': -10.125363}
{' b': -9.290023, ' A': -8.122307, 'B': -10.91842, ' B': -0.00045871665, ' "': -10.296581}
{' b': -9.169718, ' A': -7.538868, 'B': -11.017202, ' B': -0.00071916316, ' "': -10.03489}
{' B': -0.00047964763, ' A': -8.123122, ' b': -9.131926, ' "': -10.218864, 'B': -10.8873}
{' b': -9.126077, ' A': -8.100564, 'B': -10.912831, ' B': -0.00048763838, ' "': -10.183534}
{' B': -0.00039282523, ' A': -8.33457, ' b': -9.336545, ' "': -10.3813715, 'B': -10.957308}
{' b': -9.242025, ' A': -7.957846, 'B': -10.882504, ' B': -0.0005098215, ' "': -10.484082}
{' b': -9.08262, ' A': -8.126935, 'B': -10.914792, ' B': -0.00048620783, ' "': -10.142505}
{' b': -9.234658, ' A': -8.884485, 'B': -10.967338, ' B': -0.00029843824, ' "': -10.454037}
{' B': -0.00033963655, ' A': -8.608994, ' b': -9.261392, ' "': -10.449787, 'B': -10.937475}
{' b': -9.404303, ' A': -8.614564, 'B': -10.996286, ' B': -0.0003253869, ' "': -10.433204}
{' b': -9.638568, ' A': -8.827582, 'B': -11.05321, ' B': -0.0002663608, ' "': -10.52617}
{' b': -9.635331, ' A': -8.539583, 'B': -11.081484, ' B': -0.00032276337, ' "': -10.345412}
{' b': -9.303027, ' A': -6.979408, 'B': -10.860977, ' B': -0.0010984747, ' "': -10.241471}
{' b': -9.31765, ' A': -6.929252, 'B': -10.861563, ' B': -0.0011327843, ' "': -10.553085}
{' B': -0.0009920279, ' A': -7.0794773, ' b': -9.337515, ' "': -10.581902, 'B': -10.880183}
{' b': -9.259889, ' A': -6.5460405, 'B': -10.752546, ' B': -0.0015963058, ' "': -10.597953}
{' b': -9.406193, ' A': -7.200194, 'B': -10.85949, ' B': -0.0008892307, ' "': -10.588475}
{' b': -9.600066, ' A': -7.166875, 'B': -10.892681, ' B': -0.0009093366, ' "': -10.345213}
{' b': -9.316, ' A': -6.93485, 'B': -10.756928, ' B': -0.0011235939, ' "': -10.728098}
{' b': -9.310233, ' A': -7.3088756, 'B': -10.858974, ' B': -0.0008219398, ' "': -10.598264}
{' b': -9.305026, ' A': -6.737952, 'B': -10.768281, ' B': -0.0013362283, ' "': -10.727061}
{' b': -9.299275, ' A': -6.959974, 'B': -10.778677, ' B': -0.0011000226, ' "': -10.722702}
{' b': -9.435645, ' A': -5.942914, 'B': -10.885425, ' B': -0.002782239, ' "': -10.30041}
{' b': -9.287212, ' A': -7.2291636, 'B': -10.85509, ' B': -0.00087562966, ' "': -10.682964}
{' b': -9.356872, ' A': -7.4963136, 'B': -10.849766, ' B': -0.0007009111, ' "': -10.642598}
{' b': -9.290265, ' A': -7.352709, 'B': -10.818165, ' B': -0.0007924126, ' "': -10.682218}
{' b': -9.357286, ' A': -6.911526, 'B': -10.812792, ' B': -0.001145135, ' "': -10.632716}
{' b': -9.613593, ' A': -7.777522, 'B': -10.981268, ' B': -0.0005540104, ' "': -10.367196}
{' b': -9.447681, ' A': -7.2727933, 'B': -10.92132, ' B': -0.00082361064, ' "': -10.87899}
{' B': -0.0011923988, ' A': -6.856999, ' b': -9.37468, ' "': -10.793645, 'B': -10.858591}
{' B': -0.00094197073, ' A': -7.14282, ' b': -9.315997, ' "': -10.618803, 'B': -10.869471}
{' B': -0.0016315324, ' A': -6.5156446, ' b': -9.284683, 'B': -10.774688, ' "': -10.782854}
{' b': -9.377825, ' A': -7.2173257, 'B': -10.964799, ' B': -0.0008863669, ' "': -10.376301}
{' b': -9.217069, ' A': -7.120812, 'B': -10.839111, ' B': -0.0009792567, ' "': -10.420252}
{' b': -9.311075, ' A': -8.005593, 'B': -10.979901, ' B': -0.00048811614, ' "': -10.459071}
{' b': -9.340244, ' A': -7.7038126, 'B': -10.978549, ' B': -0.00060774625, ' "': -10.351077}
{' B': -0.00040200804, ' A': -8.235396, ' b': -9.44195, ' "': -10.607337, 'B': -11.038245}
{' B': -0.0005980866, ' A': -7.7160435, ' b': -9.4240675, ' "': -10.2336855, 'B': -11.12102}
{' b': -9.338574, ' A': -8.316863, 'B': -11.000236, ' B': -0.00039652258, ' "': -10.457792}
{' b': -9.376313, ' A': -8.384004, 'B': -11.021024, ' B': -0.00037493455, ' "': -10.474319}
{' b': -9.400642, ' A': -8.623332, 'B': -11.057017, ' B': -0.00032359784, ' "': -10.469874}
{' B': -0.0003813765, ' A': -8.310552, ' b': -9.430626, ' "': -10.657479, 'B': -10.998676}
{' b': -9.365712, ' A': -8.551947, 'B': -11.071998, ' B': -0.00034214277, ' "': -10.409934}
{' b': -9.326821, ' A': -8.818068, 'B': -10.992693, ' B': -0.00029664824, ' "': -10.547932}
{' b': -9.442005, ' A': -8.66073, 'B': -11.005294, ' B': -0.00030988507, ' "': -10.578427}
{' b': -9.467549, ' A': -8.650251, 'B': -11.009226, ' B': -0.00030940733, ' "': -10.585666}
{' B': -0.00024704146, ' A': -9.148796, ' b': -9.502248, ' "': -10.306132, 'B': -11.100541}
{' b': -9.573778, ' A': -8.400582, 'B': -11.105447, ' B': -0.0003558555, ' "': -10.418067}
{' b': -9.176108, ' A': -6.310939, 'B': -10.775004, ' B': -0.0020080258, ' "': -10.105834}
{' b': -9.204158, ' A': -6.257526, 'B': -10.795452, ' B': -0.0020920613, ' "': -10.376533}
{' b': -9.065062, ' A': -6.210757, 'B': -10.796998, ' B': -0.0022037597, ' "': -10.217778}
{' b': -9.2555, ' A': -5.8310757, 'B': -10.718058, ' B': -0.0031100775, ' "': -10.374028}
{' b': -9.266405, ' A': -6.8070207, 'B': -10.83972, ' B': -0.0012725465, ' "': -10.3327875}
{' b': -9.402695, ' A': -6.312144, 'B': -10.838188, ' B': -0.0019810295, ' "': -10.152604}
{' B': -0.0023630937, ' A': -6.1306095, ' b': -9.121909, ' "': -10.291214, 'B': -10.758631}
{' B': -0.002073843, ' A': -6.26401, ' b': -9.244753, ' "': -10.421191, 'B': -10.750345}
{' b': -9.220349, ' A': -6.188812, 'B': -10.742221, ' B': -0.0022238328, ' "': -10.476012}
{' b': -9.198475, ' A': -6.269578, 'B': -10.719455, ' B': -0.002068947, ' "': -10.415469}
{' B': -0.004682675, ' A': -5.4042053, ' b': -9.28561, ' "': -10.211365, 'B': -10.799117}
{' b': -9.133339, ' A': -6.758333, 'B': -10.789435, ' B': -0.0013426759, ' "': -10.370413}
{' b': -9.258811, ' A': -7.116608, 'B': -10.811471, ' B': -0.00097580056, ' "': -10.413893}
{' b': -9.228996, ' A': -6.4098663, 'B': -10.764129, ' B': -0.001817939, ' "': -10.376852}
{' b': -9.183627, ' A': -6.68735, 'B': -10.785084, ' B': -0.001429103, ' "': -10.255371}
{' b': -9.501108, ' A': -7.1183534, 'B': -10.943957, ' B': -0.00096010824, ' "': -10.237697}
{' b': -9.410071, ' A': -6.630284, 'B': -10.904638, ' B': -0.0014601434, ' "': -10.653081}
{' b': -9.302218, ' A': -6.3263416, 'B': -10.821111, ' B': -0.0019458553, ' "': -10.55398}
{' b': -9.147904, ' A': -6.746014, 'B': -10.815477, ' B': -0.0013547902, ' "': -10.37808}
{' b': -9.229519, ' A': -5.992565, 'B': -10.759393, ' B': -0.0026627642, ' "': -10.58734}
{' b': -9.211969, ' A': -6.630452, 'B': -10.951941, ' B': -0.001500493, ' "': -10.149426}
{' B': -0.0013778893, ' A': -6.7135987, ' b': -9.169776, ' "': -10.693716, 'B': -10.873268}
{' b': -9.2519455, ' A': -7.698842, 'B': -10.957967, ' B': -0.0006079856, ' "': -10.57987}
{' b': -9.293768, ' A': -7.2586718, 'B': -10.942332, ' B': -0.0008536183, ' "': -10.616885}
{' B': -0.00044953197, ' A': -8.067197, ' b': -9.424111, ' "': -10.632126, 'B': -11.018516}
{' b': -9.317928, ' A': -7.1959558, 'B': -11.084298, ' B': -0.00092580245, ' "': -9.99158}
{' b': -9.317538, ' A': -7.789561, 'B': -10.977333, ' B': -0.0005614051, ' "': -10.61188}
{' b': -9.186301, ' A': -7.937191, 'B': -11.024606, ' B': -0.0005191226, ' "': -10.523109}
{' b': -9.317414, ' A': -8.13285, 'B': -11.030571, ' B': -0.00043772557, ' "': -10.67121}
{' b': -9.188794, ' A': -7.502535, 'B': -10.855622, ' B': -0.0007172549, ' "': -10.502642}
{' b': -9.251828, ' A': -7.8397818, 'B': -10.981722, ' B': -0.0005538912, ' "': -10.413338}
{' b': -9.165204, ' A': -8.0819025, 'B': -10.895192, ' B': -0.0004834642, ' "': -10.320568}
{' b': -9.267732, ' A': -8.115382, 'B': -10.934189, ' B': -0.0004554952, ' "': -10.468863}
{' b': -9.351065, ' A': -8.201614, 'B': -10.958785, ' B': -0.0004231765, ' "': -10.451824}
{' b': -9.542221, ' A': -9.014961, 'B': -11.079811, ' B': -0.00025574747, ' "': -10.356587}
{' b': -9.459503, ' A': -7.8181486, 'B': -11.010176, ' B': -0.0005507898, ' "': -10.266881}
{' b': -9.186628, ' A': -6.345825, 'B': -10.788645, ' B': -0.0019306267, ' "': -10.419259}
{' b': -9.225281, ' A': -6.2283273, 'B': -10.791548, ' B': -0.0021386493, ' "': -10.6192665}
{' b': -9.225237, ' A': -6.4782553, 'B': -10.790377, ' B': -0.0016982226, ' "': -10.703884}
{' b': -9.078009, ' A': -5.9371834, 'B': -10.74252, ' B': -0.002825036, ' "': -10.552624}
{' b': -9.374541, ' A': -6.6426063, 'B': -10.810993, ' B': -0.0014474274, ' "': -10.733454}
{' B': -0.00197213, ' A': -6.3120494, ' b': -9.386131, ' "': -10.442938, 'B': -10.805571}
{' b': -9.131803, ' A': -6.199342, 'B': -10.716941, ' B': -0.0022060913, ' "': -10.640037}
{' b': -9.206892, ' A': -6.194635, 'B': -10.767908, ' B': -0.0022068084, ' "': -10.689728}
{' B': -0.0023239567, ' A': -6.1338696, ' b': -9.270276, 'B': -10.753779, ' "': -10.837332}
{' b': -9.288896, ' A': -6.333163, 'B': -10.777471, ' B': -0.0019290731, ' "': -10.820973}
{' b': -9.281491, ' A': -5.5538654, 'B': -10.793552, ' B': -0.0040439675, ' "': -10.519352}
{' b': -9.20142, ' A': -6.4094253, 'B': -10.742199, ' B': -0.0018104156, ' "': -10.716885}
{' b': -9.293091, ' A': -7.2360497, 'B': -10.8318205, ' B': -0.0008680538, ' "': -10.811572}
{' b': -9.223135, ' A': -6.5294704, 'B': -10.75231, ' B': -0.0016178599, ' "': -10.846069}
{' B': -0.001727835, ' A': -6.4525785, ' b': -9.323125, 'B': -10.780764, ' "': -10.783655}
{' B': -0.00094149384, ' A': -7.147399, ' b': -9.419584, ' "': -10.42064, 'B': -10.821816}
{' b': -9.387304, ' A': -6.726448, 'B': -10.850307, ' B': -0.0013358716, ' "': -10.92238}
{' b': -9.335063, ' A': -6.4077945, 'B': -10.8287945, ' B': -0.0017953081, ' "': -10.821754}
{' b': -9.304197, ' A': -6.4902773, 'B': -10.818206, ' B': -0.0016668763, ' "': -10.853017}
{' b': -9.294583, ' A': -6.3160276, 'B': -10.767757, ' B': -0.0019561825, ' "': -10.956695}
{' b': -9.283889, ' A': -6.5955653, 'B': -10.89075, ' B': -0.0015239537, ' "': -10.583498}
{' b': -9.242111, ' A': -6.524796, 'B': -10.772081, ' B': -0.0016238298, ' "': -10.80105}
{' b': -9.342877, ' A': -7.451914, 'B': -10.909925, ' B': -0.0007232782, ' "': -10.778789}
{' b': -9.393144, ' A': -7.158379, 'B': -10.91855, ' B': -0.000918404, ' "': -10.713968}
{' b': -9.560509, ' A': -7.7029834, 'B': -10.971659, ' B': -0.0005740496, ' "': -10.836058}
{' b': -9.332892, ' A': -7.0524573, 'B': -11.062616, ' B': -0.0010219193, ' "': -10.390912}
{' b': -9.410468, ' A': -7.799079, 'B': -10.964065, ' B': -0.0005488844, ' "': -10.676247}
{' b': -9.276983, ' A': -7.852927, 'B': -10.965521, ' B': -0.0005431577, ' "': -10.563477}
{' B': -0.000526996, ' A': -7.8518643, ' b': -9.388163, ' "': -10.762488, 'B': -10.980933}
{' b': -9.29148, ' A': -7.598516, 'B': -10.911532, ' B': -0.00064776564, ' "': -10.819014}
{' b': -9.265714, ' A': -7.792032, 'B': -11.00593, ' B': -0.0005664156, ' "': -10.616597}
{' b': -9.223645, ' A': -8.14301, 'B': -10.941312, ' B': -0.00044583555, ' "': -10.722969}
{' b': -9.35536, ' A': -8.12108, 'B': -10.95764, ' B': -0.00043641243, ' "': -10.799382}
{' b': -9.416903, ' A': -8.085793, 'B': -10.971968, ' B': -0.00044094422, ' "': -10.835419}
{' B': -0.00037159576, ' A': -8.378172, ' b': -9.412717, ' "': -10.537094, 'B': -11.024205}
{' b': -9.550284, ' A': -7.9730363, 'B': -11.051407, ' B': -0.00047326574, ' "': -10.595943}
{' B': -0.0018421833, ' A': -6.413007, ' b': -9.060579, ' "': -10.25841, 'B': -10.58645}
{' b': -9.1029005, ' A': -5.9559994, 'B': -10.617664, ' B': -0.0027814028, ' "': -10.467317}
{' b': -9.0853405, ' A': -6.224688, 'B': -10.591814, ' B': -0.0021656505, ' "': -10.600167}
{' b': -9.096929, ' A': -5.8825917, 'B': -10.522701, ' B': -0.002976275, ' "': -10.598666}
{' b': -9.210229, ' A': -6.249472, 'B': -10.615984, ' B': -0.0021012002, ' "': -10.587333}
{' b': -9.237132, ' A': -6.3825865, 'B': -10.641603, ' B': -0.0018706084, ' "': -10.311508}
{' b': -9.094401, ' A': -6.2688527, 'B': -10.532206, ' B': -0.0020779027, ' "': -10.69444}
{' b': -9.159363, ' A': -6.4599075, 'B': -10.606642, ' B': -0.0017381649, ' "': -10.686911}
{' b': -9.135707, ' A': -6.1475935, 'B': -10.5505905, ' B': -0.0023145794, ' "': -10.782188}
{' B': -0.002058852, ' A': -6.27776, ' b': -9.112993, 'B': -10.565453, ' "': -10.670786}
{' b': -9.170329, ' A': -5.7226663, 'B': -10.614921, ' B': -0.003453337, ' "': -10.499942}
{' b': -9.036032, ' A': -6.5621896, 'B': -10.593978, ' B': -0.0016033532, ' "': -10.599548}
{' B': -0.0010716819, ' A': -7.0138884, ' b': -9.143283, ' "': -10.635314, 'B': -10.649892}
{' b': -9.101553, ' A': -6.666939, 'B': -10.615467, ' B': -0.0014519647, ' "': -10.664489}
{' b': -9.192549, ' A': -6.5318475, 'B': -10.64183, ' B': -0.0016215619, ' "': -10.769425}
{' B': -0.0006234912, ' A': -7.665979, ' b': -9.358568, ' "': -10.486485, 'B': -10.765596}
{' b': -9.229819, ' A': -6.4980927, 'B': -10.674222, ' B': -0.0016639505, ' "': -10.84531}
{' b': -9.198938, ' A': -6.1943755, 'B': -10.638026, ' B': -0.0022068084, ' "': -10.768134}
{' b': -9.104027, ' A': -6.371256, 'B': -10.61593, ' B': -0.001888823, ' "': -10.703628}
{' b': -9.059497, ' A': -6.278196, 'B': -10.607263, ' B': -0.0020633913, ' "': -10.652368}
{' b': -9.0070305, ' A': -6.728266, 'B': -10.744918, ' B': -0.0013943625, ' "': -10.372151}
{' b': -9.028412, ' A': -6.58716, 'B': -10.601036, ' B': -0.0015699213, ' "': -10.580695}
{' b': -9.143134, ' A': -7.386194, 'B': -10.701854, ' B': -0.00079515536, ' "': -10.516054}
{' b': -9.158316, ' A': -6.935493, 'B': -10.729111, ' B': -0.0011444216, ' "': -10.546521}
{' b': -9.237092, ' A': -7.703876, 'B': -10.785612, ' B': -0.00061251555, ' "': -10.558485}
{' b': -9.167411, ' A': -7.215664, 'B': -10.85807, ' B': -0.00091375294, ' "': -10.324934}
