{' b': -9.33841, ' A': -1.2189229, ' B': -0.3510315, ' "': -8.545751, " '": -9.839435}
{' B': -0.14088325, ' A': -2.0320346, ' "': -9.030411, ' b': -9.283437, 'B': -10.265026}
{' B': -0.028659172, ' A': -3.5768785, ' b': -9.197831, ' "': -9.23566, 'B': -10.406921}
{' b': -9.1769285, ' A': -2.6125436, 'B': -10.388028, ' B': -0.076534875, ' "': -9.00922}
{' b': -9.270459, ' A': -3.1034386, 'B': -10.405049, ' B': -0.046256594, ' "': -9.074476}
{' b': -9.133521, ' A': -2.5471919, 'B': -10.356428, ' B': -0.08192657, ' "': -8.888543}
{' B': -0.076508366, ' A': -2.6126394, ' "': -9.03149, ' b': -9.3321495, 'B': -10.396589}
{' B': -0.010531275, ' A': -4.5867624, ' b': -9.104836, ' "': -9.225035, 'B': -10.514965}
{' b': -9.180951, ' A': -3.5054028, 'B': -10.380102, ' B': -0.03081073, ' "': -9.152354}
{' b': -9.170836, ' A': -3.907148, 'B': -10.423589, ' B': -0.0205915, ' "': -9.277629}
{' B': -0.0394266, ' A': -3.2604725, ' "': -9.196734, ' b': -9.222887, 'B': -10.449222}
{' B': -0.019133264, ' A': -3.9795785, ' b': -9.2620945, ' "': -9.380791, 'B': -10.461435}
{' b': -9.107053, ' A': -4.0556993, 'B': -10.471779, ' B': -0.017779196, ' "': -9.174042}
{' B': -0.0958168, ' A': -2.3962011, ' "': -9.035296, ' b': -9.404962, 'B': -10.437317}
{' b': -9.354208, ' A': -2.8830507, 'B': -10.440616, ' B': -0.057870712, ' "': -9.335811}
{' B': -0.2711539, ' A': -1.4391665, ' "': -8.814487, ' b': -9.404393, 'A': -10.4131}
{' b': -9.148093, ' A': -4.3376174, 'B': -10.426856, ' B': -0.013444244, ' "': -9.243535}
{' b': -9.257603, ' A': -6.238051, 'B': -10.617152, ' B': -0.0021939648, ' "': -9.480692}
{' B': -0.00577581, ' A': -5.206642, ' b': -9.179876, ' "': -9.18434, 'B': -10.681159}
{' b': -9.204106, ' A': -4.1036453, 'B': -10.51845, ' B': -0.016930187, ' "': -9.2584915}
{' B': -0.005272055, ' A': -5.3029933, ' b': -9.1828, ' "': -9.187184, " '": -10.611643}
{' b': -9.173424, ' A': -6.034529, 'B': -10.635691, ' B': -0.002638499, ' "': -9.513372}
{' B': -0.003756746, ' A': -5.6591754, ' b': -9.174865, ' "': -9.295171, 'B': -10.642011}
{' b': -9.226003, ' A': -4.073613, 'B': -10.513753, ' B': -0.017434388, ' "': -9.283193}
{' b': -9.154173, ' A': -4.9287586, 'B': -10.540568, ' B': -0.0075319028, ' "': -9.326392}
{' b': -9.33202, ' A': -3.6302874, 'B': -10.481417, ' B': -0.027128689, ' "': -9.321662}
{' b': -9.283379, ' A': -4.8396363, 'B': -10.479265, ' B': -0.008206055, ' "': -9.299078}
{' b': -9.307138, ' A': -6.0345097, 'B': -10.615879, ' B': -0.002615551, ' "': -9.63113}
{' b': -9.026562, ' A': -5.349704, 'B': -10.577527, ' B': -0.005059303, ' "': -9.198523}
{' B': -0.004975674, ' A': -5.35906, ' b': -9.136643, ' "': -9.423533, 'B': -10.580415}
{' b': -9.209796, ' A': -4.6466813, 'B': -10.561256, ' B': -0.00990556, ' "': -9.315611}
{' b': -9.27228, ' A': -5.640878, 'B': -10.518878, ' B': -0.0038162186, ' "': -9.320591}
{' b': -9.237342, ' A': -5.9229856, 'B': -10.599395, ' B': -0.0029250444, ' "': -9.471708}
{' B': -0.006966706, ' A': -5.0087366, ' b': -9.1756735, ' "': -9.315672, 'B': -10.591686}
{' B': -0.012534133, ' A': -4.4072466, ' b': -9.24802, ' "': -9.249767, 'B': -10.56431}
{' B': -0.061453458, ' A': -2.8248067, ' "': -9.082788, ' b': -9.521456, 'B': -10.399384}
{' b': -9.205814, ' A': -4.87818, 'B': -10.464219, ' B': -0.007887239, ' "': -9.535294}
{' B': -0.11173405, ' A': -2.2497613, ' "': -9.149189, ' b': -9.393693, 'B': -10.511834}
{' b': -9.230441, ' A': -3.7008102, 'B': -10.645512, ' B': -0.02528647, ' "': -9.315431}
{' b': -9.405338, ' A': -2.791075, 'B': -10.606071, ' B': -0.06362002, ' "': -9.121094}
{' B': -0.02979056, ' A': -3.5384476, ' "': -9.065482, ' b': -9.254994, 'B': -10.706906}
{' b': -9.257017, ' A': -2.6335526, 'B': -10.618876, ' B': -0.07487301, ' "': -8.967579}
{' b': -9.288349, ' A': -2.8537383, 'B': -10.587035, ' B': -0.05967088, ' "': -9.102954}
{' b': -9.1832075, ' A': -5.057816, 'B': -10.772036, ' B': -0.006638142, ' "': -9.33373}
{' B': -0.014680417, ' A': -4.24698, ' b': -9.236983, ' "': -9.286763, 'B': -10.638849}
{' b': -9.258775, ' A': -3.932518, 'B': -10.665736, ' B': -0.020046478, ' "': -9.36312}
{' B': -0.032061465, ' A': -3.4646058, ' "': -9.247985, ' b': -9.267879, 'B': -10.6779995}
{' b': -9.146546, ' A': -4.2977066, 'B': -10.628099, ' B': -0.0139485635, ' "': -9.487174}
{' b': -9.219913, ' A': -4.575465, 'B': -10.767339, ' B': -0.010624943, ' "': -9.221125}
{' b': -9.458641, ' A': -2.4403212, 'B': -10.612867, ' B': -0.09148997, ' "': -9.0108595}
{' b': -9.407925, ' A': -3.141155, 'B': -10.646014, ' B': -0.04445048, ' "': -9.391791}
{' b': -9.604148, ' A': -1.5990597, 'B': -10.647723, ' B': -0.22613873, ' "': -8.999255}
{' b': -9.111849, ' A': -4.4174943, 'B': -10.635799, ' B': -0.012411737, ' "': -9.331493}
{' b': -9.142632, ' A': -6.0109887, 'B': -10.8866005, ' B': -0.0026998774, ' "': -9.431086}
{' b': -9.16995, ' A': -5.476566, 'B': -10.880698, ' B': -0.00445921, ' "': -9.246492}
{' b': -9.266085, ' A': -4.1823983, 'B': -10.737956, ' B': -0.015644418, ' "': -9.257069}
{' b': -9.1251955, ' A': -5.4224854, 'B': -10.842684, ' B': -0.0046941745, ' "': -9.279982}
{' b': -9.155431, ' A': -6.6975393, 'B': -10.889686, ' B': -0.0014702863, ' "': -9.52963}
{' b': -9.236358, ' A': -5.8333974, 'B': -10.87664, ' B': -0.0031704702, ' "': -9.415109}
{' b': -9.270608, ' A': -4.825257, 'B': -10.807629, ' B': -0.008303353, ' "': -9.344141}
{' B': -0.0063591152, ' A': -5.0998306, ' b': -9.287118, ' "': -9.380672, 'B': -10.768036}
{' b': -9.385511, ' A': -3.893465, 'B': -10.729754, ' B': -0.020826448, ' "': -9.35499}
{' B': -0.006328042, ' A': -5.10835, ' b': -9.139617, ' "': -9.383342, 'B': -10.67051}
{' b': -9.180483, ' A': -6.454873, 'B': -10.908178, ' B': -0.0018012797, ' "': -9.562124}
{' b': -9.042556, ' A': -5.77839, 'B': -10.841987, ' B': -0.0033847957, ' "': -9.209106}
{' B': -0.002202087, ' A': -6.22815, ' b': -9.222658, ' "': -9.539819, 'B': -10.898352}
{' b': -9.298232, ' A': -5.4344993, 'B': -10.879697, ' B': -0.0046094386, ' "': -9.384124}
{' b': -9.209444, ' A': -6.151685, 'B': -10.785416, ' B': -0.0023767743, ' "': -9.436322}
{' B': -0.0022194127, ' A': -6.234692, ' b': -9.136882, ' "': -9.346895, 'B': -10.876497}
{' b': -9.229071, ' A': -5.6868477, 'B': -10.873684, ' B': -0.0036414019, ' "': -9.352348}
{' B': -0.010684644, ' A': -4.566997, ' b': -9.307033, ' "': -9.410927, 'B': -10.7320795}
{' b': -9.51041, ' A': -2.5953116, 'B': -10.585752, ' B': -0.0778518, ' "': -9.10082}
{' B': -0.0065845028, ' A': -5.064867, ' b': -9.20713, ' "': -9.433596, 'B': -10.678985}
{' B': -0.15165693, ' A': -1.9629896, ' "': -9.295718, ' b': -9.361562, 'B': -10.453479}
{' b': -9.22729, ' A': -3.6984003, 'B': -10.642568, ' B': -0.025321683, ' "': -9.489287}
{' b': -9.317423, ' A': -2.6313803, 'B': -10.569537, ' B': -0.07497258, ' "': -9.412921}
{' B': -0.038552076, ' A': -3.2814033, ' b': -9.289053, ' "': -9.430704, 'B': -10.638712}
{' b': -9.25376, ' A': -2.768847, 'B': -10.624977, ' B': -0.065081015, ' "': -9.187609}
{' b': -9.32526, ' A': -2.5280528, 'B': -10.545271, ' B': -0.083465, ' "': -9.312176}
{' B': -0.00919824, ' A': -4.7204313, ' b': -9.1282015, ' "': -9.46885, 'B': -10.743607}
{' b': -9.20688, ' A': -3.7129483, 'B': -10.607769, ' B': -0.024958622, ' "': -9.487148}
{' b': -9.282261, ' A': -3.6788228, 'B': -10.687995, ' B': -0.025811782, ' "': -9.515428}
{' b': -9.274539, ' A': -3.462133, 'B': -10.701594, ' B': -0.0321099, ' "': -9.453583}
{' B': -0.01891092, ' A': -3.989244, ' b': -9.209249, ' "': -9.735791, 'B': -10.576324}
{' b': -9.168619, ' A': -4.050481, 'B': -10.7064495, ' B': -0.017825127, ' "': -9.355763}
{' b': -9.457926, ' A': -2.3662713, 'B': -10.557312, ' B': -0.09879419, ' "': -9.443902}
{' b': -9.355947, ' A': -3.1157923, 'B': -10.639798, ' B': -0.045590412, ' "': -9.579295}
{' b': -9.486364, ' A': -1.4293133, 'A': -10.551036, ' B': -0.27413532, ' "': -9.150121}
{' b': -9.0577, ' A': -4.363054, 'B': -10.636341, ' B': -0.013080511, ' "': -9.482543}
{' b': -9.052975, ' A': -5.812736, 'B': -10.825851, ' B': -0.003232716, ' "': -9.579826}
{' b': -9.0647545, ' A': -5.391992, 'B': -10.851754, ' B': -0.004817786, ' "': -9.399655}
{' b': -9.189839, ' A': -4.141622, 'B': -10.727668, ' B': -0.01627726, ' "': -9.373303}
{' b': -9.135668, ' A': -5.5849423, 'B': -10.853652, ' B': -0.004006084, ' "': -9.408635}
{' b': -9.115757, ' A': -5.919508, 'B': -10.700103, ' B': -0.0029127894, ' "': -9.727663}
{' b': -9.165716, ' A': -5.6831293, 'B': -10.882253, ' B': -0.0036364964, ' "': -9.541139}
{' b': -9.214712, ' A': -4.438776, 'B': -10.753935, ' B': -0.012115528, ' "': -9.470247}
{' b': -9.222594, ' A': -4.7753897, 'B': -10.698424, ' B': -0.008698718, ' "': -9.56251}
{' b': -9.350968, ' A': -3.7506242, 'B': -10.722502, ' B': -0.024006853, ' "': -9.508559}
{' b': -9.110802, ' A': -4.990691, 'B': -10.6931305, ' B': -0.0070731277, ' "': -9.4814825}
{' b': -9.155351, ' A': -6.2896476, 'B': -10.9123, ' B': -0.0020764722, ' "': -9.629937}
{' B': -0.0037315562, ' A': -5.662774, ' b': -9.073708, ' "': -9.401753, 'B': -10.839823}
{' B': -0.00299941, ' A': -5.883738, ' b': -9.201297, ' "': -9.681097, 'B': -10.883702}
{' b': -9.198257, ' A': -5.00001, 'B': -10.839773, ' B': -0.0069928737, ' "': -9.488153}
{' b': -9.185422, ' A': -5.937756, 'B': -10.799846, ' B': -0.0028673578, ' "': -9.585035}
{' b': -9.090686, ' A': -6.0101366, 'B': -10.870705, ' B': -0.002694498, ' "': -9.535733}
{' b': -9.14807, ' A': -5.1914325, 'B': -10.819328, ' B': -0.0058226315, ' "': -9.420557}
{' b': -9.281682, ' A': -4.35432, 'B': -10.737215, ' B': -0.013160288, ' "': -9.532975}
{' b': -9.447142, ' A': -2.7206454, 'B': -10.549422, ' B': -0.06834384, ' "': -9.494977}
{' B': -0.00871537, ' A': -4.774119, ' b': -9.131042, ' "': -9.6565485, 'B': -10.642994}
{' b': -9.434685, ' A': -2.219559, 'B': -10.518258, ' B': -0.11532807, ' "': -9.341771}
{' b': -9.321319, ' A': -3.8848398, 'B': -10.665133, ' B': -0.021011354, ' "': -9.456685}
{' b': -9.354804, ' A': -2.7787905, 'B': -10.594308, ' B': -0.06440118, ' "': -9.402662}
{' b': -9.324256, ' A': -3.4988878, 'B': -10.6579275, ' B': -0.030952428, ' "': -9.41558}
{' B': -0.056887746, ' A': -2.899999, ' "': -9.156661, ' b': -9.336862, 'B': -10.648651}
{' b': -9.306127, ' A': -2.8797996, 'B': -10.590978, ' B': -0.058068033, ' "': -9.321947}
{' b': -9.22701, ' A': -5.08322, 'B': -10.786902, ' B': -0.0064551546, ' "': -9.51725}
{' b': -9.24, ' A': -3.9135218, 'B': -10.601426, ' B': -0.020426806, ' "': -9.466744}
{' b': -9.315593, ' A': -3.9144895, 'B': -10.682444, ' B': -0.020389454, ' "': -9.516547}
{' b': -9.336393, ' A': -3.6094797, 'B': -10.699207, ' B': -0.027684938, ' "': -9.4371605}
{' b': -9.216258, ' A': -4.4810877, 'B': -10.685787, ' B': -0.01161285, ' "': -9.690406}
{' b': -9.214943, ' A': -4.3131986, 'B': -10.742051, ' B': -0.013739397, ' "': -9.351418}
{' b': -9.435242, ' A': -2.4283593, 'B': -10.53204, ' B': -0.09260108, ' "': -9.368251}
{' b': -9.435417, ' A': -3.2687151, 'B': -10.677801, ' B': -0.03903067, ' "': -9.562771}
{' b': -9.647834, ' A': -1.5783986, 'B': -10.654868, ' B': -0.23141004, ' "': -9.164668}
{' b': -9.194543, ' A': -4.6810784, 'B': -10.6990385, ' B': -0.009554788, ' "': -9.5150175}
{' B': -0.002222757, ' A': -6.218521, ' b': -9.243625, ' "': -9.491912, 'B': -10.914606}
{' b': -9.161482, ' A': -5.5343304, 'B': -10.885396, ' B': -0.0042036516, ' "': -9.425868}
{' b': -9.293876, ' A': -4.742128, 'B': -10.807424, ' B': -0.0089908475, ' "': -9.479768}
{' b': -9.183628, ' A': -5.7348895, 'B': -10.8816595, ' B': -0.003480551, ' "': -9.419212}
{' b': -9.190778, ' A': -6.633892, 'B': -10.901485, ' B': -0.0015357721, ' "': -9.658304}
{' b': -9.271848, ' A': -5.916849, 'B': -10.919658, ' B': -0.0029206194, ' "': -9.524795}
{' b': -9.286733, ' A': -4.6092534, 'B': -10.788685, ' B': -0.010242847, ' "': -9.466256}
{' b': -9.302434, ' A': -5.069117, 'B': -10.753593, ' B': -0.0065295454, ' "': -9.581595}
{' B': -0.022250278, ' A': -3.8260944, ' b': -9.4870615, ' "': -9.52625, 'B': -10.757835}
{' b': -9.238249, ' A': -4.705693, 'B': -10.658585, ' B': -0.0093294475, ' "': -9.480861}
{' b': -9.230741, ' A': -6.5010934, 'B': -10.929992, ' B': -0.0017158334, ' "': -9.669264}
{' B': -0.0033007707, ' A': -5.798457, ' b': -9.079461, ' "': -9.358169, 'B': -10.873669}
{' b': -9.278934, ' A': -6.0944023, 'B': -10.903418, ' B': -0.0024708807, ' "': -9.637755}
{' b': -9.32036, ' A': -5.1215544, 'B': -10.859094, ' B': -0.006207603, ' "': -9.512129}
{' b': -9.282864, ' A': -6.124843, 'B': -10.808234, ' B': -0.0024125644, ' "': -9.583579}
{' b': -9.1411295, ' A': -6.335928, 'B': -10.909077, ' B': -0.0020147148, ' "': -9.4845085}
{' b': -9.2778015, ' A': -5.205818, 'B': -10.852368, ' B': -0.00572971, ' "': -9.476756}
{' b': -9.382203, ' A': -4.5115905, 'B': -10.773421, ' B': -0.011264614, ' "': -9.514648}
{' b': -9.56078, ' A': -2.8103616, 'B': -10.603741, ' B': -0.06232257, ' "': -9.360621}
{' b': -9.265879, ' A': -4.94871, 'B': -10.683499, ' B': -0.0073417877, ' "': -9.652966}
{' b': -9.461677, ' A': -2.1002965, 'B': -10.529746, ' B': -0.13088652, ' "': -9.386612}
{' b': -9.27209, ' A': -3.6448584, 'B': -10.656267, ' B': -0.026723033, ' "': -9.488871}
{' b': -9.308758, ' A': -2.5727463, 'B': -10.538397, ' B': -0.07968911, ' "': -9.362928}
{' B': -0.04376551, ' A': -3.1566365, ' b': -9.309753, ' "': -9.416811, 'B': -10.608881}
{' b': -9.324115, ' A': -2.4779296, 'B': -10.535836, ' B': -0.087949276, ' "': -9.28766}
{' b': -9.261002, ' A': -2.6421642, 'B': -10.544517, ' B': -0.07417286, ' "': -9.276249}
{' b': -9.255573, ' A': -4.510766, 'B': -10.68584, ' B': -0.01128288, ' "': -9.603915}
{' B': -0.033686053, ' A': -3.4155083, ' b': -9.183613, ' "': -9.450137, 'B': -10.5034485}
{' B': -0.032625563, ' A': -3.4461176, ' b': -9.307665, ' "': -9.648913, 'B': -10.56554}
{' b': -9.371117, ' A': -3.1333547, 'B': -10.5889015, ' B': -0.04479283, ' "': -9.561938}
{' b': -9.245477, ' A': -4.199768, 'B': -10.690211, ' B': -0.015335025, ' "': -9.726044}
{' B': -0.025989413, ' A': -3.6724012, ' b': -9.278996, ' "': -9.505877, 'B': -10.640061}
{' b': -9.443203, ' A': -2.2504084, 'B': -10.503992, ' B': -0.111622155, ' "': -9.408136}
{' B': -0.062538095, ' A': -2.8070905, ' b': -9.356835, ' "': -9.538971, 'B': -10.5727005}
{' b': -9.628345, ' A': -1.2864221, 'A': -10.45489, ' B': -0.32371652, ' "': -9.284364}
{' B': -0.011761568, ' A': -4.469748, ' b': -9.156319, ' "': -9.535028, 'B': -10.707288}
{' B': -0.003335755, ' A': -5.7689943, ' b': -9.321123, ' "': -9.672689, 'B': -10.854376}
{' b': -9.076615, ' A': -4.839278, 'B': -10.690392, ' B': -0.008208516, ' "': -9.441498}
{' b': -9.303636, ' A': -3.721412, 'B': -10.623986, ' B': -0.024735713, ' "': -9.572186}
{' b': -9.261355, ' A': -5.1333265, 'B': -10.77642, ' B': -0.006146549, ' "': -9.507314}
{' b': -9.23609, ' A': -5.8883314, 'B': -10.803943, ' B': -0.002983986, ' "': -9.79482}
{' b': -9.314191, ' A': -5.241293, 'B': -10.838176, ' B': -0.005516078, ' "': -9.699374}
{' B': -0.019216625, ' A': -3.973108, ' b': -9.315577, ' "': -9.64076, 'B': -10.712753}
{' b': -9.303576, ' A': -4.5566235, 'B': -10.707379, ' B': -0.010780743, ' "': -9.553381}
{' b': -9.391716, ' A': -3.4024582, 'B': -10.641901, ' B': -0.034082457, ' "': -9.637858}
{' b': -9.23565, ' A': -4.67065, 'B': -10.673983, ' B': -0.009655046, ' "': -9.463905}
{' B': -0.002445662, ' A': -6.1022263, ' b': -9.28919, ' "': -9.694678, 'B': -10.921034}
{' B': -0.0065817432, ' A': -5.068303, ' b': -9.078591, ' "': -9.378293, 'B': -10.690059}
{' b': -9.320822, ' A': -5.4569564, 'B': -10.823502, ' B': -0.0044762725, ' "': -9.792037}
{' B': -0.010810202, ' A': -4.5550914, ' b': -9.217332, ' "': -9.526892, 'B': -10.672033}
{' b': -9.244735, ' A': -5.6454997, 'B': -10.762792, ' B': -0.0037706264, ' "': -9.529775}
{' B': -0.004470226, ' A': -5.468356, ' b': -9.191679, ' "': -9.479952, 'B': -10.751347}
{' b': -9.268243, ' A': -5.0368457, 'B': -10.8288965, ' B': -0.0067494516, ' "': -9.443176}
{' b': -9.3672495, ' A': -4.1906753, 'B': -10.7553005, ' B': -0.015474123, ' "': -9.557972}
{' b': -9.474454, ' A': -2.7477305, 'B': -10.567075, ' B': -0.06647913, ' "': -9.387129}
{' b': -9.232004, ' A': -4.7642636, 'B': -10.675433, ' B': -0.00879372, ' "': -9.652882}
{' b': -9.461112, ' A': -2.160238, 'B': -10.4289875, ' B': -0.12279114, ' "': -9.586533}
{' b': -9.34425, ' A': -3.5935805, 'B': -10.559262, ' B': -0.028116792, ' "': -9.724885}
{' b': -9.39852, ' A': -2.647871, 'B': -10.480721, ' B': -0.07369423, ' "': -9.641933}
{' b': -9.360104, ' A': -3.2262616, 'B': -10.50465, ' B': -0.04075883, ' "': -9.667661}
{' b': -9.43441, ' A': -2.633023, 'B': -10.475584, ' B': -0.07483189, ' "': -9.580528}
{' b': -9.334649, ' A': -2.7461257, 'B': -10.4771595, ' B': -0.06659858, ' "': -9.552157}
{' b': -9.306386, ' A': -4.543428, 'B': -10.604787, ' B': -0.010908001, ' "': -9.865314}
{' B': -0.029002963, ' A': -3.5627477, ' b': -9.323587, ' "': -9.766373, 'B': -10.508976}
{' b': -9.39639, ' A': -3.540467, 'B': -10.540067, ' B': -0.029641047, ' "': -9.914182}
{' B': -0.039976746, ' A': -3.244816, ' b': -9.443789, ' "': -9.805028, 'B': -10.538549}
{' b': -9.246227, ' A': -4.146074, 'B': -10.5823965, ' B': -0.016172035, ' "': -9.8950205}
{' b': -9.310004, ' A': -3.8929434, 'B': -10.573049, ' B': -0.020821884, ' "': -9.746921}
{' B': -0.084956944, ' A': -2.510784, ' b': -9.427451, ' "': -9.646295, 'B': -10.441799}
{' b': -9.444435, ' A': -3.2146778, 'B': -10.550907, ' B': -0.04121799, ' "': -9.811056}
{' b': -9.591981, ' A': -1.8719573, 'B': -10.531004, ' B': -0.16731232, ' "': -9.581493}
{' B': -0.013820674, ' A': -4.305458, ' b': -9.197712, ' "': -9.735765, 'B': -10.577435}
{' b': -9.300771, ' A': -5.901944, 'B': -10.801837, ' B': -0.0029442906, ' "': -9.778451}
{' b': -9.223085, ' A': -4.981278, 'B': -10.715593, ' B': -0.0071132253, ' "': -9.748123}
{' B': -0.013599815, ' A': -4.32042, ' b': -9.311932, ' "': -9.7951, 'B': -10.669109}
{' b': -9.282908, ' A': -5.3823166, 'B': -10.785931, ' B': -0.0048237154, ' "': -9.700075}
{' b': -9.234744, ' A': -5.8475733, 'B': -10.701644, ' B': -0.0030969842, ' "': -9.945055}
{' b': -9.341905, ' A': -5.3114104, 'B': -10.733415, ' B': -0.0051457514, ' "': -9.9025755}
{' b': -9.333139, ' A': -4.533369, 'B': -10.664076, ' B': -0.01100725, ' "': -9.879094}
{' b': -9.338351, ' A': -4.8455167, 'B': -10.666808, ' B': -0.008097405, ' "': -9.890958}
{' b': -9.507005, ' A': -3.7250671, 'B': -10.605867, ' B': -0.024601249, ' "': -9.921936}
{' B': -0.008635167, ' A': -4.7830906, ' b': -9.217641, ' "': -9.737064, 'B': -10.592158}
{' b': -9.3050585, ' A': -6.1028996, 'B': -10.820537, ' B': -0.002434373, ' "': -9.908838}
{' b': -9.177901, ' A': -5.3656874, 'B': -10.69564, ' B': -0.0049144547, ' "': -9.741746}
{' b': -9.3169, ' A': -5.4605956, 'B': -10.714693, ' B': -0.004457295, ' "': -9.970321}
{' b': -9.325696, ' A': -4.9933467, 'B': -10.768977, ' B': -0.007013221, ' "': -9.782841}
{' b': -9.282701, ' A': -5.6095047, 'B': -10.676513, ' B': -0.0038859262, ' "': -9.766732}
{' b': -9.301543, ' A': -5.7778807, 'B': -10.735724, ' B': -0.0033106369, ' "': -9.793452}
{' B': -0.0060628303, ' A': -5.1443624, ' b': -9.283882, ' "': -9.754432, 'B': -10.757281}
{' b': -9.371687, ' A': -4.569064, 'B': -10.68376, ' B': -0.01062657, ' "': -9.81787}
{' b': -9.468804, ' A': -2.8999338, 'B': -10.465178, ' B': -0.056845915, ' "': -9.562747}
{' b': -9.307395, ' A': -4.5012274, 'B': -10.572077, ' B': -0.011372581, ' "': -9.863137}
{' b': -9.349538, ' A': -1.8842839, 'B': -10.430864, ' B': -0.165103, ' "': -9.592603}
{' b': -9.329096, ' A': -3.5003324, 'B': -10.499631, ' B': -0.030882468, ' "': -9.688651}
{' B': -0.1045712, ' A': -2.3122547, ' b': -9.276306, ' "': -9.597776, 'B': -10.469874}
{' b': -9.210959, ' A': -2.8336904, 'B': -10.480749, ' B': -0.060857456, ' "': -9.624173}
{' b': -9.149465, ' A': -2.4616072, 'B': -10.508735, ' B': -0.0894511, ' "': -9.467221}
{' b': -9.335828, ' A': -2.4968832, 'B': -10.402957, ' B': -0.086206146, ' "': -9.50378}
{' b': -9.260629, ' A': -4.5408616, 'B': -10.569196, ' B': -0.010937707, ' "': -9.785323}
{' b': -9.264994, ' A': -3.4265118, 'B': -10.437908, ' B': -0.033277605, ' "': -9.717859}
{' b': -9.319918, ' A': -3.729866, 'B': -10.513172, ' B': -0.024507668, ' "': -9.773585}
{' b': -9.326657, ' A': -3.0235064, 'B': -10.473562, ' B': -0.05009323, ' "': -9.67511}
{' b': -9.142677, ' A': -3.6483662, 'B': -10.557615, ' B': -0.026603296, ' "': -9.927097}
{' b': -9.230704, ' A': -3.9263902, 'B': -10.544216, ' B': -0.020146154, ' "': -9.649809}
{' B': -0.1384035, ' A': -2.0478559, ' b': -9.411315, ' "': -9.633874, 'B': -10.457208}
{' b': -9.466646, ' A': -2.766984, 'B': -10.455546, ' B': -0.06514456, ' "': -9.727542}
{' b': -9.594944, ' A': -1.5602198, 'B': -10.483578, ' B': -0.23615928, ' "': -9.45372}
{' b': -9.200622, ' A': -4.0364757, 'B': -10.497682, ' B': -0.018054815, ' "': -9.659073}
{' b': -9.183197, ' A': -5.579051, 'B': -10.693524, ' B': -0.0040065637, ' "': -9.691287}
{' B': -0.010464535, ' A': -4.587653, ' b': -9.1939745, ' "': -9.591447, 'B': -10.64732}
{' B': -0.017391507, ' A': -4.0728493, ' b': -9.291853, ' "': -9.771416, 'B': -10.572517}
{' B': -0.005515119, ' A': -5.2435617, ' b': -9.2489605, ' "': -9.6563635, 'B': -10.6806755}
{' b': -9.205269, ' A': -6.025638, 'B': -10.678294, ' B': -0.0026208102, ' "': -9.944504}
{' b': -9.237826, ' A': -5.346344, 'B': -10.7171135, ' B': -0.0049838815, ' "': -9.825608}
{' b': -9.274315, ' A': -4.264513, 'B': -10.599155, ' B': -0.014371806, ' "': -9.775934}
{' b': -9.322405, ' A': -4.5582833, 'B': -10.54967, ' B': -0.010744772, ' "': -9.789327}
{' b': -9.3572855, ' A': -3.4638073, 'B': -10.5724945, ' B': -0.032027487, ' "': -9.747733}
{' B': -0.01020515, ' A': -4.61159, ' b': -9.232265, ' "': -9.794805, 'B': -10.531903}
{' B': -0.003054714, ' A': -5.8640237, ' b': -9.103878, ' "': -9.923717, 'B': -10.742692}
{' b': -9.124308, ' A': -5.425403, 'B': -10.6795435, ' B': -0.0046440517, ' "': -9.668687}
{' b': -9.236411, ' A': -5.322099, 'B': -10.690741, ' B': -0.0051015383, ' "': -9.8545065}
{' B': -0.008676772, ' A': -4.7753143, ' b': -9.30607, ' "': -9.782564, 'B': -10.677966}
{' b': -9.149727, ' A': -5.5734944, 'B': -10.604861, ' B': -0.004040853, ' "': -9.630253}
{' b': -9.043979, ' A': -5.760347, 'B': -10.7464695, ' B': -0.0033852747, ' "': -9.779061}
{' b': -9.188705, ' A': -4.830177, 'B': -10.591708, ' B': -0.008247218, ' "': -9.665797}
{' b': -9.307005, ' A': -4.4033303, 'B': -10.636644, ' B': -0.012522606, ' "': -9.756438}
{' b': -9.493523, ' A': -2.3777444, 'B': -10.40244, ' B': -0.097614095, ' "': -9.490839}
{' B': -0.013199304, ' A': -4.351065, ' b': -9.13119, ' "': -9.899427, 'B': -10.570433}
{' b': -9.5136, ' A': -2.5054667, ' B': -0.0857071, ' (': -9.589268, ' "': -8.504549}
{' b': -9.279207, ' A': -4.1741443, ' B': -0.015985478, ' (': -9.702807, ' "': -8.61158}
{' b': -9.333067, ' A': -3.5735626, ' B': -0.02892713, ' (': -9.740668, ' "': -8.6474285}
{' b': -9.37232, ' A': -3.7426395, ' B': -0.024448542, ' (': -9.807668, ' "': -8.603767}
{' b': -9.223924, ' A': -4.2757807, ' B': -0.014474362, ' (': -9.877319, ' "': -8.588376}
{' b': -9.389683, ' A': -3.2064955, ' B': -0.041847892, ' (': -9.8360615, ' "': -8.512695}
{' b': -9.327508, ' A': -5.3361197, ' B': -0.005240418, ' (': -9.79674, ' "': -8.807518}
{' b': -9.261521, ' A': -4.061954, ' B': -0.017854497, ' (': -9.755525, ' "': -8.590213}
{' b': -9.272824, ' A': -4.9816833, ' B': -0.007321613, ' (': -9.871751, ' "': -8.736712}
{' b': -9.346046, ' A': -4.230086, ' B': -0.015101003, ' (': -9.863469, ' "': -8.693478}
{' b': -9.321158, ' A': -4.5650167, ' B': -0.010867384, ' (': -9.980044, ' "': -8.821923}
